qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CVRL06	8	92	25	2	0	38	62	46053782	46053758	0.98	36.2
CVRL06	8	92	25	2	0	38	62	51431481	51431457	0.98	36.2
CVRL06	8	92	25	2	0	38	62	61797646	61797670	0.98	36.2
CVRL06	8	92	25	2	0	38	62	64291032	64291008	0.98	36.2
CVRL06	8	92	25	2	0	38	62	66009475	66009451	0.98	36.2
CVRL06	8	92	25	2	0	38	62	66831539	66831515	0.98	36.2
CVRL06	8	92	25	2	0	38	62	68750066	68750090	0.98	36.2
CVRL06	8	92	25	2	0	37	61	70236809	70236833	0.98	36.2
CVRL06	8	92	25	2	0	38	62	70690140	70690164	0.98	36.2
CVRL06	8	92	25	2	0	37	61	71083055	71083031	0.98	36.2
CVRL06	8	92	25	2	0	38	62	71149342	71149366	0.98	36.2
CVRL06	8	92	25	2	0	38	62	71170460	71170436	0.98	36.2
CVRL06	8	92	25	2	0	38	62	75299776	75299752	0.98	36.2
CVRL06	8	92	25	2	0	38	62	75781654	75781678	0.98	36.2
CVRL06	8	92	25	2	0	38	62	76575874	76575850	0.98	36.2
CVRL06	8	92	25	2	0	38	62	80703948	80703972	0.98	36.2
CVRL06	8	92	25	2	0	38	62	81133504	81133480	0.98	36.2
CVRL06	8	92	25	1	1	38	62	42210468	42210445	3.5	34.4
CVRL06	8	88	25	3	0	38	62	5181813	5181837	45	30.7
CVRL06	8	88	25	3	0	38	62	6127583	6127559	45	30.7
CVRL06	8	88	25	3	0	37	61	8225595	8225571	45	30.7
CVRL06	8	88	25	3	0	38	62	8313855	8313831	45	30.7
CVRL06	8	88	25	3	0	37	61	11907395	11907419	45	30.7
CVRL06	8	88	25	3	0	37	61	11964522	11964498	45	30.7
CVRL06	8	88	25	3	0	38	62	14705611	14705587	45	30.7
CVRL06	8	88	25	3	0	37	61	15360372	15360396	45	30.7
CVRL06	8	88	25	3	0	38	62	15433674	15433698	45	30.7
CVRL06	8	88	25	3	0	37	61	20315920	20315896	45	30.7
CVRL06	8	88	25	3	0	38	62	24431856	24431832	45	30.7
CVRL06	8	88	25	3	0	38	62	25120821	25120797	45	30.7
CVRL06	8	88	25	3	0	38	62	27020327	27020303	45	30.7
CVRL06	8	88	25	3	0	38	62	28090248	28090272	45	30.7
CVRL06	8	88	25	3	0	38	62	28467785	28467809	45	30.7
CVRL06	8	88	25	3	0	38	62	29821418	29821394	45	30.7
CVRL06	8	88	25	3	0	37	61	33466902	33466878	45	30.7
CVRL06	8	88	25	3	0	38	62	44786466	44786490	45	30.7
CVRL06	8	88	25	3	0	38	62	45214534	45214510	45	30.7
CVRL06	8	88	25	3	0	38	62	47372082	47372058	45	30.7
CVRL06	8	88	25	3	0	38	62	47825299	47825323	45	30.7
CVRL06	8	88	25	3	0	38	62	53110594	53110570	45	30.7
CVRL06	8	88	25	3	0	38	62	53699209	53699185	45	30.7
CVRL06	8	88	25	3	0	37	61	54642326	54642350	45	30.7
CVRL06	8	88	25	3	0	38	62	55002887	55002911	45	30.7
CVRL06	8	88	25	3	0	38	62	56765192	56765216	45	30.7
CVRL06	8	88	25	3	0	38	62	60144292	60144316	45	30.7
CVRL06	8	88	25	3	0	38	62	61587766	61587790	45	30.7
CVRL06	8	88	25	3	0	38	62	62591406	62591382	45	30.7
CVRL06	8	88	25	3	0	38	62	62707054	62707078	45	30.7
CVRL06	8	88	25	3	0	38	62	64845195	64845171	45	30.7
CVRL06	8	88	25	3	0	38	62	66033733	66033757	45	30.7
CVRL06	8	88	25	3	0	38	62	66783799	66783823	45	30.7
CVRL06	8	88	25	3	0	37	61	68480176	68480200	45	30.7
CVRL06	8	88	25	3	0	38	62	68809996	68809972	45	30.7
CVRL06	8	88	25	3	0	37	61	73306507	73306531	45	30.7
CVRL06	8	88	25	3	0	38	62	73992836	73992860	45	30.7
CVRL06	8	88	25	3	0	38	62	74285905	74285929	45	30.7
CVRL06	8	88	25	3	0	38	62	75068242	75068218	45	30.7
CVRL06	8	88	25	3	0	38	62	76522524	76522500	45	30.7
CVRL06	8	88	25	3	0	38	62	77195387	77195411	45	30.7
CVRL06	8	88	25	3	0	38	62	77978223	77978199	45	30.7
CVRL06	8	88	25	2	1	38	62	33924531	33924508	164	28.8
CVRL06	8	88	25	1	1	37	61	46418499	46418521	164	28.8
CVRL06	8	88	25	2	1	38	62	58148787	58148810	164	28.8
CVRL06	8	88	25	2	1	38	62	64333282	64333305	164	28.8
CVRL06	8	88	25	1	2	1	25	75419190	75419212	164	28.8
CVRL06	20	95.833	24	1	0	38	61	14659395	14659372	0.076	39.9
CVRL06	20	91.667	24	2	0	39	62	7322685	7322708	3.5	34.4
CVRL06	20	91.667	24	2	0	37	60	9190511	9190534	3.5	34.4
CVRL06	20	91.667	24	2	0	38	61	15130754	15130777	3.5	34.4
CVRL06	20	91.667	24	2	0	37	60	32812476	32812453	3.5	34.4
CVRL06	20	91.667	24	2	0	39	62	37471007	37471030	3.5	34.4
CVRL06	20	91.667	24	1	1	40	62	24388718	24388741	13	32.5
CVRL06	20	91.667	24	0	2	37	59	30166398	30166376	13	32.5
CVRL06	20	87.5	24	3	0	39	62	9302791	9302814	164	28.8
CVRL06	20	87.5	24	3	0	39	62	9801380	9801403	164	28.8
CVRL06	20	87.5	24	3	0	37	60	10173908	10173931	164	28.8
CVRL06	20	87.5	24	3	0	37	60	14562757	14562734	164	28.8
CVRL06	20	87.5	24	3	0	39	62	16951134	16951111	164	28.8
CVRL06	20	87.5	24	3	0	38	61	22224941	22224918	164	28.8
CVRL06	20	87.5	24	3	0	39	62	33352658	33352635	164	28.8
CVRL06	20	87.5	24	3	0	37	60	36726500	36726477	164	28.8
CVRL06	20	87.5	24	3	0	38	61	41408088	41408065	164	28.8
CVRL06	20	87.5	24	3	0	37	60	41457608	41457631	164	28.8
CVRL06	20	87.5	24	2	1	40	62	5496678	5496655	588	27
CVRL06	20	87.5	24	2	1	40	62	7913031	7913054	588	27
CVRL06	7	100	24	0	0	39	62	26001236	26001259	0.002	45.4
CVRL06	7	95.833	24	1	0	38	61	22631840	22631817	0.076	39.9
CVRL06	7	95.833	24	1	0	39	62	61648373	61648350	0.076	39.9
CVRL06	7	95.833	24	1	0	37	60	83934923	83934946	0.076	39.9
CVRL06	7	95.833	24	0	1	38	61	42270802	42270780	0.27	38.1
CVRL06	7	91.667	24	2	0	39	62	7273869	7273846	3.5	34.4
CVRL06	7	91.667	24	2	0	38	61	16255438	16255415	3.5	34.4
CVRL06	7	91.667	24	2	0	38	61	18833141	18833164	3.5	34.4
CVRL06	7	91.667	24	2	0	37	60	19144795	19144818	3.5	34.4
CVRL06	7	91.667	24	2	0	37	60	20639714	20639737	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	22348297	22348320	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	27722399	27722376	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	29604236	29604259	3.5	34.4
CVRL06	7	91.667	24	2	0	38	61	30255803	30255780	3.5	34.4
CVRL06	7	91.667	24	2	0	37	60	36654249	36654272	3.5	34.4
CVRL06	7	91.667	24	2	0	38	61	39076576	39076553	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	39526828	39526805	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	39550100	39550123	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	49701406	49701429	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	51850955	51850978	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	52130699	52130676	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	57150380	57150357	3.5	34.4
CVRL06	7	91.667	24	2	0	38	61	57693828	57693805	3.5	34.4
CVRL06	7	91.667	24	2	0	39	62	78509539	78509516	3.5	34.4
CVRL06	7	91.667	24	2	0	37	60	85003480	85003503	3.5	34.4
CVRL06	7	91.667	24	1	1	40	62	46860248	46860225	13	32.5
CVRL06	7	91.667	24	0	2	40	62	51013654	51013632	13	32.5
CVRL06	7	91.667	24	1	1	40	62	70215696	70215673	13	32.5
CVRL06	7	91.667	24	0	2	40	62	78609252	78609230	13	32.5
CVRL06	7	87.5	24	3	0	37	60	1122081	1122058	164	28.8
CVRL06	7	87.5	24	3	0	38	61	3223980	3224003	164	28.8
CVRL06	7	87.5	24	3	0	39	62	3787790	3787813	164	28.8
CVRL06	7	87.5	24	3	0	37	60	3832286	3832263	164	28.8
CVRL06	7	87.5	24	3	0	39	62	8786756	8786733	164	28.8
CVRL06	7	87.5	24	3	0	39	62	14179846	14179869	164	28.8
CVRL06	7	87.5	24	3	0	38	61	15146754	15146777	164	28.8
CVRL06	7	87.5	24	3	0	39	62	18880377	18880400	164	28.8
CVRL06	7	87.5	24	3	0	39	62	20226409	20226386	164	28.8
CVRL06	7	87.5	24	3	0	39	62	23000419	23000396	164	28.8
CVRL06	7	87.5	24	3	0	39	62	33303682	33303659	164	28.8
CVRL06	7	87.5	24	3	0	38	61	37628234	37628211	164	28.8
CVRL06	7	87.5	24	3	0	37	60	38224404	38224427	164	28.8
CVRL06	7	87.5	24	3	0	38	61	39196544	39196521	164	28.8
CVRL06	7	87.5	24	3	0	39	62	41573991	41574014	164	28.8
CVRL06	7	87.5	24	3	0	39	62	46394280	46394257	164	28.8
CVRL06	7	87.5	24	3	0	39	62	50358182	50358159	164	28.8
CVRL06	7	87.5	24	3	0	39	62	50705676	50705653	164	28.8
CVRL06	7	87.5	24	3	0	38	61	51481955	51481932	164	28.8
CVRL06	7	87.5	24	3	0	39	62	52994765	52994742	164	28.8
CVRL06	7	87.5	24	3	0	38	61	53782576	53782553	164	28.8
CVRL06	7	87.5	24	3	0	37	60	56940649	56940672	164	28.8
CVRL06	7	87.5	24	3	0	39	62	57613437	57613460	164	28.8
CVRL06	7	87.5	24	3	0	38	61	57992291	57992268	164	28.8
CVRL06	7	87.5	24	3	0	37	60	60708710	60708733	164	28.8
CVRL06	7	87.5	24	3	0	39	62	66267622	66267645	164	28.8
CVRL06	7	87.5	24	3	0	39	62	66488708	66488731	164	28.8
CVRL06	7	87.5	24	3	0	38	61	68696530	68696507	164	28.8
CVRL06	7	87.5	24	3	0	37	60	68863638	68863661	164	28.8
CVRL06	7	87.5	24	3	0	39	62	74211354	74211331	164	28.8
CVRL06	7	87.5	24	3	0	39	62	80254543	80254520	164	28.8
CVRL06	7	87.5	24	2	1	40	62	3397924	3397901	588	27
CVRL06	7	87.5	24	2	1	39	62	11700652	11700674	588	27
CVRL06	7	87.5	24	2	1	40	62	16608270	16608247	588	27
CVRL06	7	87.5	24	2	1	40	62	22242056	22242033	588	27
CVRL06	7	87.5	24	2	1	40	62	31570640	31570617	588	27
CVRL06	19	95.833	24	1	0	38	61	9124865	9124842	0.076	39.9
CVRL06	19	95.833	24	1	0	37	60	13926725	13926702	0.076	39.9
CVRL06	19	95.833	24	1	0	39	62	20456517	20456494	0.076	39.9
CVRL06	19	91.667	24	2	0	39	62	640699	640722	3.5	34.4
CVRL06	19	91.667	24	2	0	39	62	13418657	13418680	3.5	34.4
CVRL06	19	91.667	24	2	0	38	61	16264964	16264941	3.5	34.4
CVRL06	19	91.667	24	2	0	39	62	18461895	18461918	3.5	34.4
CVRL06	19	91.667	24	2	0	38	61	20978583	20978560	3.5	34.4
CVRL06	19	91.667	24	2	0	39	62	23448159	23448182	3.5	34.4
CVRL06	19	91.667	24	2	0	37	60	26812521	26812544	3.5	34.4
CVRL06	19	91.667	24	2	0	37	60	30732307	30732330	3.5	34.4
CVRL06	19	87.5	24	3	0	39	62	2373175	2373152	164	28.8
CVRL06	19	87.5	24	3	0	39	62	4713807	4713830	164	28.8
CVRL06	19	87.5	24	3	0	37	60	6042465	6042488	164	28.8
CVRL06	19	87.5	24	3	0	39	62	7287476	7287453	164	28.8
CVRL06	19	87.5	24	3	0	39	62	9067016	9066993	164	28.8
CVRL06	19	87.5	24	3	0	38	61	11917382	11917359	164	28.8
CVRL06	19	87.5	24	3	0	39	62	12033359	12033336	164	28.8
CVRL06	19	87.5	24	3	0	37	60	14903504	14903527	164	28.8
CVRL06	19	87.5	24	3	0	39	62	22881483	22881460	164	28.8
CVRL06	19	87.5	24	3	0	39	62	27339996	27339973	164	28.8
CVRL06	19	87.5	24	3	0	37	60	29119309	29119332	164	28.8
CVRL06	19	87.5	24	3	0	37	60	34118309	34118332	164	28.8
CVRL06	19	87.5	24	3	0	39	62	37889178	37889201	164	28.8
CVRL06	19	87.5	24	3	0	37	60	39262584	39262561	164	28.8
CVRL06	19	87.5	24	3	0	37	60	41642450	41642427	164	28.8
CVRL06	19	87.5	24	2	1	39	62	3807102	3807124	588	27
CVRL06	19	87.5	24	1	2	40	61	21793432	21793409	588	27
CVRL06	19	87.5	24	2	1	38	61	28652469	28652491	588	27
CVRL06	19	87.5	24	2	1	1	24	32116409	32116431	588	27
CVRL06	11	95.833	24	1	0	37	60	30778328	30778351	0.076	39.9
CVRL06	11	95.833	24	1	0	38	61	35124326	35124303	0.076	39.9
CVRL06	11	95.833	24	1	0	39	62	37187385	37187362	0.076	39.9
CVRL06	11	95.833	24	1	0	39	62	40207641	40207664	0.076	39.9
CVRL06	11	95.833	24	1	0	39	62	48890960	48890983	0.076	39.9
CVRL06	11	95.833	24	1	0	37	60	62759442	62759465	0.076	39.9
CVRL06	11	95.833	24	1	0	38	61	71053979	71054002	0.076	39.9
CVRL06	11	91.667	24	2	0	37	60	2881804	2881827	3.5	34.4
CVRL06	11	91.667	24	2	0	37	60	13906764	13906787	3.5	34.4
CVRL06	11	91.667	24	2	0	39	62	21956941	21956964	3.5	34.4
CVRL06	11	91.667	24	2	0	39	62	22240142	22240165	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	26280109	26280132	3.5	34.4
CVRL06	11	91.667	24	2	0	39	62	28598120	28598143	3.5	34.4
CVRL06	11	91.667	24	2	0	39	62	36806772	36806795	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	40302825	40302848	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	44968745	44968722	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	47642575	47642552	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	50490098	50490075	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	50496921	50496944	3.5	34.4
CVRL06	11	91.667	24	2	0	39	62	51659992	51659969	3.5	34.4
CVRL06	11	91.667	24	2	0	39	62	66287237	66287214	3.5	34.4
CVRL06	11	91.667	24	2	0	38	61	79336216	79336239	3.5	34.4
CVRL06	11	91.667	24	2	0	37	60	83688065	83688088	3.5	34.4
CVRL06	11	91.667	24	0	2	39	61	50096117	50096139	13	32.5
CVRL06	11	91.667	24	1	1	39	62	67187144	67187122	13	32.5
CVRL06	11	87.5	24	3	0	39	62	1482610	1482587	164	28.8
CVRL06	11	87.5	24	3	0	37	60	3047901	3047878	164	28.8
CVRL06	11	87.5	24	3	0	39	62	4240768	4240791	164	28.8
CVRL06	11	87.5	24	3	0	38	61	5760618	5760595	164	28.8
CVRL06	11	87.5	24	3	0	38	61	8241012	8241035	164	28.8
CVRL06	11	87.5	24	3	0	38	61	13208017	13208040	164	28.8
CVRL06	11	87.5	24	3	0	37	60	20518730	20518753	164	28.8
CVRL06	11	87.5	24	3	0	39	62	20601964	20601987	164	28.8
CVRL06	11	87.5	24	3	0	39	62	26336819	26336796	164	28.8
CVRL06	11	87.5	24	3	0	39	62	27011197	27011220	164	28.8
CVRL06	11	87.5	24	3	0	39	62	28007068	28007045	164	28.8
CVRL06	11	87.5	24	3	0	37	60	30541433	30541410	164	28.8
CVRL06	11	87.5	24	3	0	37	60	30613960	30613937	164	28.8
CVRL06	11	87.5	24	3	0	39	62	30659950	30659973	164	28.8
CVRL06	11	87.5	24	3	0	38	61	31124225	31124248	164	28.8
CVRL06	11	87.5	24	3	0	38	61	31746909	31746886	164	28.8
CVRL06	11	87.5	24	3	0	39	62	32433271	32433294	164	28.8
CVRL06	11	87.5	24	3	0	38	61	38386830	38386807	164	28.8
CVRL06	11	87.5	24	3	0	39	62	38445488	38445511	164	28.8
CVRL06	11	87.5	24	3	0	37	60	41157783	41157806	164	28.8
CVRL06	11	87.5	24	3	0	39	62	41634028	41634051	164	28.8
CVRL06	11	87.5	24	3	0	38	61	42949947	42949970	164	28.8
CVRL06	11	87.5	24	3	0	37	60	43901132	43901155	164	28.8
CVRL06	11	87.5	24	3	0	39	62	46433382	46433405	164	28.8
CVRL06	11	87.5	24	3	0	37	60	46961240	46961217	164	28.8
CVRL06	11	87.5	24	3	0	38	61	48940437	48940460	164	28.8
CVRL06	11	87.5	24	3	0	39	62	50187574	50187551	164	28.8
CVRL06	11	87.5	24	3	0	38	61	52999244	52999267	164	28.8
CVRL06	11	87.5	24	3	0	38	61	53931454	53931477	164	28.8
CVRL06	11	87.5	24	3	0	39	62	56903466	56903443	164	28.8
CVRL06	11	87.5	24	3	0	38	61	60025165	60025188	164	28.8
CVRL06	11	87.5	24	3	0	39	62	61370565	61370588	164	28.8
CVRL06	11	87.5	24	3	0	37	60	62979757	62979734	164	28.8
CVRL06	11	87.5	24	3	0	39	62	63131811	63131834	164	28.8
CVRL06	11	87.5	24	3	0	39	62	63148172	63148195	164	28.8
CVRL06	11	87.5	24	3	0	39	62	63171595	63171572	164	28.8
CVRL06	11	87.5	24	3	0	39	62	66625046	66625069	164	28.8
CVRL06	11	87.5	24	3	0	38	61	68011720	68011743	164	28.8
CVRL06	11	87.5	24	3	0	37	60	74902087	74902110	164	28.8
CVRL06	11	87.5	24	3	0	39	62	76525476	76525499	164	28.8
CVRL06	11	87.5	24	3	0	37	60	77940390	77940367	164	28.8
CVRL06	11	87.5	24	3	0	39	62	78012646	78012669	164	28.8
CVRL06	11	87.5	24	3	0	37	60	81893260	81893283	164	28.8
CVRL06	11	87.5	24	3	0	37	60	82258962	82258985	164	28.8
CVRL06	11	87.5	24	1	2	40	62	15759376	15759354	588	27
CVRL06	11	87.5	24	1	2	37	59	24479230	24479252	588	27
CVRL06	11	87.5	24	2	1	40	62	27666199	27666176	588	27
CVRL06	11	87.5	24	2	1	39	62	50997364	50997386	588	27
CVRL06	11	87.5	24	1	2	39	61	68736795	68736817	588	27
CVRL06	8	100	24	0	0	38	61	48507958	48507935	0.002	45.4
CVRL06	8	95.833	24	1	0	39	62	17833664	17833641	0.076	39.9
CVRL06	8	95.833	24	1	0	38	61	42949080	42949103	0.076	39.9
CVRL06	8	95.833	24	1	0	38	61	42965607	42965584	0.076	39.9
CVRL06	8	95.833	24	1	0	38	61	44660815	44660838	0.076	39.9
CVRL06	8	95.833	24	1	0	39	62	58427380	58427357	0.076	39.9
CVRL06	8	95.833	24	1	0	38	61	69030060	69030083	0.076	39.9
CVRL06	8	91.667	24	2	0	39	62	4876468	4876491	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	18745050	18745073	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	24155243	24155220	3.5	34.4
CVRL06	8	91.667	24	2	0	39	62	27575584	27575607	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	39034885	39034908	3.5	34.4
CVRL06	8	91.667	24	2	0	38	61	46245631	46245654	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	51131695	51131718	3.5	34.4
CVRL06	8	91.667	24	2	0	38	61	52399451	52399428	3.5	34.4
CVRL06	8	91.667	24	2	0	38	61	53564144	53564121	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	60278924	60278947	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	72596604	72596627	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	74833066	74833089	3.5	34.4
CVRL06	8	91.667	24	2	0	37	60	77071139	77071162	3.5	34.4
CVRL06	8	91.667	24	2	0	39	62	77899079	77899102	3.5	34.4
CVRL06	8	91.667	24	0	2	40	62	47299355	47299333	13	32.5
CVRL06	8	87.5	24	3	0	38	61	13333775	13333752	164	28.8
CVRL06	8	87.5	24	3	0	39	62	23832213	23832236	164	28.8
CVRL06	8	87.5	24	3	0	38	61	24456302	24456279	164	28.8
CVRL06	8	87.5	24	3	0	39	62	27617964	27617987	164	28.8
CVRL06	8	87.5	24	3	0	37	60	27822016	27822039	164	28.8
CVRL06	8	87.5	24	3	0	37	60	29508135	29508112	164	28.8
CVRL06	8	87.5	24	3	0	37	60	29996823	29996846	164	28.8
CVRL06	8	87.5	24	3	0	37	60	38659293	38659316	164	28.8
CVRL06	8	87.5	24	3	0	38	61	42824909	42824886	164	28.8
CVRL06	8	87.5	24	3	0	39	62	45063768	45063745	164	28.8
CVRL06	8	87.5	24	3	0	39	62	45855899	45855876	164	28.8
CVRL06	8	87.5	24	3	0	39	62	49666438	49666415	164	28.8
CVRL06	8	87.5	24	3	0	39	62	52114801	52114778	164	28.8
CVRL06	8	87.5	24	3	0	39	62	61617746	61617723	164	28.8
CVRL06	8	87.5	24	3	0	38	61	62892936	62892913	164	28.8
CVRL06	8	87.5	24	3	0	39	62	64147616	64147639	164	28.8
CVRL06	8	87.5	24	3	0	37	60	64368446	64368469	164	28.8
CVRL06	8	87.5	24	3	0	39	62	79086535	79086512	164	28.8
CVRL06	8	87.5	24	3	0	39	62	79963562	79963539	164	28.8
CVRL06	8	87.5	24	2	1	39	62	55402351	55402329	588	27
CVRL06	20	100	23	0	0	40	62	12744345	12744367	0.006	43.6
CVRL06	20	100	23	0	0	40	62	27599902	27599880	0.006	43.6
CVRL06	20	100	23	0	0	40	62	32458936	32458914	0.006	43.6
CVRL06	20	95.652	23	1	0	40	62	1498177	1498199	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	1861305	1861283	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	2579622	2579644	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	2842280	2842302	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	4357039	4357061	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	4443129	4443107	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	4854643	4854621	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	6128342	6128364	0.27	38.1
CVRL06	20	95.652	23	1	0	38	60	7439159	7439181	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	8021418	8021440	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	8368083	8368061	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	10468143	10468165	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	10653124	10653102	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	11596124	11596102	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	11922342	11922320	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	12238480	12238502	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	12250181	12250203	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	12450405	12450427	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	12771514	12771536	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	13803776	13803754	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	14189270	14189248	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	14341772	14341794	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	14866459	14866437	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	15388305	15388327	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16005197	16005175	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16284089	16284111	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16327176	16327198	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16419286	16419308	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16662969	16662991	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16794014	16794036	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	16796423	16796445	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	17254336	17254358	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	17387491	17387469	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	18606945	18606923	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	18845830	18845852	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	19105465	19105443	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	19369674	19369652	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	23264726	23264748	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	24157174	24157152	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	25560183	25560205	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	25568538	25568560	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	25895965	25895943	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	26652200	26652178	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	26842829	26842807	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	26890273	26890251	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	26906160	26906182	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	28402056	28402078	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	29773207	29773229	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	31846185	31846163	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	32184694	32184672	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	32525610	32525588	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	32881182	32881160	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	33252443	33252465	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	34096381	34096403	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	34360972	34360950	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	34812261	34812283	0.27	38.1
CVRL06	20	95.652	23	1	0	38	60	35329961	35329939	0.27	38.1
CVRL06	20	95.652	23	1	0	38	60	35334019	35334041	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	35416443	35416421	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	36415891	36415869	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	36767588	36767610	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	37870707	37870685	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	38134748	38134770	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	39850009	39849987	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	40490997	40491019	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	40868787	40868809	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	41039806	41039828	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	41253812	41253834	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	41258168	41258190	0.27	38.1
CVRL06	20	95.652	23	1	0	40	62	41775178	41775156	0.27	38.1
CVRL06	20	95.652	23	0	1	40	62	7090783	7090804	0.98	36.2
CVRL06	20	91.304	23	2	0	40	62	979444	979466	13	32.5
CVRL06	20	91.304	23	2	0	40	62	1994525	1994547	13	32.5
CVRL06	20	91.304	23	2	0	40	62	2520595	2520573	13	32.5
CVRL06	20	91.304	23	2	0	40	62	2568764	2568786	13	32.5
CVRL06	20	91.304	23	2	0	40	62	3144723	3144745	13	32.5
CVRL06	20	91.304	23	2	0	40	62	4449616	4449638	13	32.5
CVRL06	20	91.304	23	2	0	40	62	4474900	4474878	13	32.5
CVRL06	20	91.304	23	2	0	40	62	4683491	4683469	13	32.5
CVRL06	20	91.304	23	2	0	40	62	4746881	4746903	13	32.5
CVRL06	20	91.304	23	2	0	40	62	4826089	4826067	13	32.5
CVRL06	20	91.304	23	2	0	40	62	5040879	5040901	13	32.5
CVRL06	20	91.304	23	2	0	40	62	5915134	5915156	13	32.5
